value	form	character	language
nigx	ŠE	𒊺	sux
niga	ŠE	𒊺	sux
nigan	ŠE	𒊺	sux
nigu	ŠE	𒊺	sux
sagx	ŠE	𒊺	sux
ce	ŠE	𒊺	sux
u20	ŠE	𒊺	sux
munu6	|ŠE.BULUG|	𒊺𒁑	sux
LAK201	|ŠE.HU|	𒊻	sux
bazbazx	|ŠE.HU|	𒊻	sux
us	|ŠE.HU|	𒊻	sux
uc10	|ŠE.HU|	𒊻	sux
us,	|ŠE.HU|	𒊻	sux
uz	|ŠE.HU|	𒊻	sux
uza	|ŠE.HU|	𒊻	sux
uzu3	|ŠE.HU|	𒊻	sux
bibad	|ŠE.HU.TUR|	𒊺𒄷𒌉	sux
bibe	|ŠE.HU.TUR|	𒊺𒄷𒌉	sux
isinx	|ŠE.IGI.TUR|	𒊺𒅆𒌉	sux
henbur2	|ŠE.KAK|	𒊺𒆕	sux
gurx	|ŠE.KIN|	𒊺𒆥	sux
kinx	|ŠE.KIN|	𒊺𒆥	sux
sagax	|ŠE.KIN|	𒊺𒆥	sux
sigx	|ŠE.KIN|	𒊺𒆥	sux
gurx	|ŠE.KIN.KIN|	𒊺𒆥𒆥	sux
sagax	|ŠE.KIN.KIN|	𒊺𒆥𒆥	sux
cesag	|ŠE.LUGAL|	𒊺𒈗	sux
nidaba	|ŠE.NAGA|	𒊺𒉀	sux
nisaba	|ŠE.NAGA|	𒊺𒉀	sux
tux	|ŠE.NAGA|	𒊺𒉀	sux
cucx	|ŠE.NAM₂|	𒊺𒉇	sux
LAK204	|ŠE.NUN&NUN|	𒌁	sux
MZL587	|ŠE.NUN&NUN|	𒌁	sux
dir4	|ŠE.NUN&NUN|	𒌁	sux
ezina3	|ŠE.NUN&NUN|	𒌁	sux
ezinu3	|ŠE.NUN&NUN|	𒌁	sux
gamun2	|ŠE.NUN&NUN|	𒌁	sux
ninni8	|ŠE.NUN&NUN|	𒌁	sux
panax	|ŠE.NUN&NUN|	𒌁	sux
qicat	|ŠE.NUN&NUN|	𒌁	sux
cabu	|ŠE.NUN&NUN|	𒌁	sux
ce15	|ŠE.NUN&NUN|	𒌁	sux
ter	|ŠE.NUN&NUN|	𒌁	sux
ter5	|ŠE.NUN&NUN|	𒌁	sux
tir	|ŠE.NUN&NUN|	𒌁	sux
tir5	|ŠE.NUN&NUN|	𒌁	sux
ezinax	|(ŠE.NUN&NUN)×TAK₄|	𒌂	sux
ezinux	|(ŠE.NUN&NUN)×TAK₄|	𒌂	sux
garadin6	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|	𒌃	sux
karadin6	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|	𒌃	sux
nenni5	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|	𒌃	sux
ninni5	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|	𒌃	sux
LAK419	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|	𒌄	sux
garadin	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|	𒌄	sux
karadin	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|	𒌄	sux
garadin4	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB|	𒌃𒆸	sux
garadin4	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB.LAGAB|	𒌃𒆸𒆸	sux
karadin4	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB.LAGAB|	𒌃𒆸𒆸	sux
munux	|ŠE.PAP.PAP|	𒊺𒉽𒉽	sux
ubix	|ŠE.SUHUR|	𒊺𒋦	sux
gurx	|ŠE.ŠE.KIN|	𒊺𒊺𒆥	sux
cemuc	|ŠE.ŠEŠ|	𒊺𒋀	sux
acnan	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
acnana	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
ezennax	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
ezim2	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
ezin2	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
ezina2	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
ezinu2	|ŠE.ŠE.NUN&NUN|	𒊺𒊺𒉪	sux
garadin2	|ŠE&ŠE.GAD&GAD.GAR&GAR|	𒊼	sux
karadin2	|ŠE&ŠE.GAD&GAD.GAR&GAR|	𒊼	sux
garadin3	|ŠE&ŠE.TAB&TAB.GAR&GAR|	𒊽	sux
karadin3	|ŠE&ŠE.TAB&TAB.GAR&GAR|	𒊽	sux
kici6	ŠEG₉	𒊾	sux
sa21	ŠEG₉	𒊾	sux
seg14	ŠEG₉	𒊾	sux
segga	ŠEG₉	𒊾	sux
sig14	ŠEG₉	𒊾	sux
sigga	ŠEG₉	𒊾	sux
ceg9	ŠEG₉	𒊾	sux
cega9	ŠEG₉	𒊾	sux
cej9	ŠEG₉	𒊾	sux
cenx	ŠEG₉	𒊾	sux
cenbar	ŠEG₉	𒊾	sux
cegga	ŠEG₉	𒊾	sux
sabar	|ŠEG₉.BAR|	𒊾𒁇	sux
LAK713	ŠEN	𒊿	sux
MZL17	ŠEN	𒊿	sux
dur10	ŠEN	𒊿	sux
rik4	ŠEN	𒊿	sux
rug	ŠEN	𒊿	sux
ruk	ŠEN	𒊿	sux
ruq	ŠEN	𒊿	sux
ruqu	ŠEN	𒊿	sux
san2	ŠEN	𒊿	sux
sun6	ŠEN	𒊿	sux
cen	ŠEN	𒊿	sux
cin	ŠEN	𒊿	sux
cun	ŠEN	𒊿	sux
zin	ŠEN	𒊿	sux
LAK32	ŠEŠ	𒋀	sux
MZL535	ŠEŠ	𒋀	sux
ah2	ŠEŠ	𒋀	sux
aha2	ŠEŠ	𒋀	sux
ahi	ŠEŠ	𒋀	sux
mun4	ŠEŠ	𒋀	sux
muc5	ŠEŠ	𒋀	sux
nan	ŠEŠ	𒋀	sux
sas	ŠEŠ	𒋀	sux
ses	ŠEŠ	𒋀	sux
sis	ŠEŠ	𒋀	sux
sic	ŠEŠ	𒋀	sux
cas	ŠEŠ	𒋀	sux
cac	ŠEŠ	𒋀	sux
cas,	ŠEŠ	𒋀	sux
ce16	ŠEŠ	𒋀	sux
ces	ŠEŠ	𒋀	sux
ces,	ŠEŠ	𒋀	sux
cec	ŠEŠ	𒋀	sux
cic	ŠEŠ	𒋀	sux
cis,	ŠEŠ	𒋀	sux
ciz	ŠEŠ	𒋀	sux
zax	ŠEŠ	𒋀	sux
zahx	ŠEŠ	𒋀	sux
ura16	|ŠEŠ.AB|	𒋀𒀊	sux
uram2	|ŠEŠ.AB|	𒋀𒀊	sux
uri5	|ŠEŠ.AB|	𒋀𒀊	sux
urim5	|ŠEŠ.AB|	𒋀𒀊	sux
uru15	|ŠEŠ.AB|	𒋀𒀊	sux
urum6	|ŠEŠ.AB|	𒋀𒀊	sux
ura15	|ŠEŠ.AB@g|	𒋀𒀕	sux
uram	|ŠEŠ.AB@g|	𒋀𒀕	sux
uri2	|ŠEŠ.AB@g|	𒋀𒀕	sux
urim2	|ŠEŠ.AB@g|	𒋀𒀕	sux
uru14	|ŠEŠ.AB@g|	𒋀𒀕	sux
urum5	|ŠEŠ.AB@g|	𒋀𒀕	sux
urinx	|ŠEŠ.HU.HU|	𒋀𒄷𒄷	sux
dux	|ŠEŠ.IB|	𒋀𒅁	sux
dugx	|ŠEŠ.IB|	𒋀𒅁	sux
LAK33	|ŠEŠ.KI|	𒋀𒆠	sux
nan2	|ŠEŠ.KI|	𒋀𒆠	sux
nanna	|ŠEŠ.KI|	𒋀𒆠	sux
cec2	ŠEŠ₂	𒋁	sux
ce8	ŠEŠ₂	𒋁	sux
cic2	ŠEŠ₂	𒋁	sux
MZL100	ŠEŠLAM	𒋂	sux
ceclam	ŠEŠLAM	𒋂	sux
LAK711	ŠID	𒋃	sux
ag3	ŠID	𒋃	sux
aj3	ŠID	𒋃	sux
ak3	ŠID	𒋃	sux
aka3	ŠID	𒋃	sux
alal2	ŠID	𒋃	sux
alamu2	ŠID	𒋃	sux
almu2	ŠID	𒋃	sux
bisag2	ŠID	𒋃	sux
bisaj2	ŠID	𒋃	sux
bisan2	ŠID	𒋃	sux
dilib	ŠID	𒋃	sux
dim12	ŠID	𒋃	sux
elal2	ŠID	𒋃	sux
gir13	ŠID	𒋃	sux
gud9	ŠID	𒋃	sux
ka9	ŠID	𒋃	sux
kas7	ŠID	𒋃	sux
kid4	ŠID	𒋃	sux
kiri8	ŠID	𒋃	sux
la10	ŠID	𒋃	sux
lag	ŠID	𒋃	sux
lak	ŠID	𒋃	sux
laka	ŠID	𒋃	sux
laq	ŠID	𒋃	sux
lik2	ŠID	𒋃	sux
liq2	ŠID	𒋃	sux
mer4	ŠID	𒋃	sux
nesag2	ŠID	𒋃	sux
nesaj2	ŠID	𒋃	sux
nisag2	ŠID	𒋃	sux
nisaj2	ŠID	𒋃	sux
pa8	ŠID	𒋃	sux
pisag2	ŠID	𒋃	sux
pisaj2	ŠID	𒋃	sux
pisan2	ŠID	𒋃	sux
sagga	ŠID	𒋃	sux
saja8	ŠID	𒋃	sux
sajja	ŠID	𒋃	sux
sanga	ŠID	𒋃	sux
sangu	ŠID	𒋃	sux
sid2	ŠID	𒋃	sux
sila11	ŠID	𒋃	sux
silag	ŠID	𒋃	sux
silaj	ŠID	𒋃	sux
sinx	ŠID	𒋃	sux
sit2	ŠID	𒋃	sux
subx	ŠID	𒋃	sux
canga	ŠID	𒋃	sux
ce14	ŠID	𒋃	sux
ced	ŠID	𒋃	sux
cet	ŠID	𒋃	sux
cid	ŠID	𒋃	sux
cit	ŠID	𒋃	sux
cita5	ŠID	𒋃	sux
citi	ŠID	𒋃	sux
citim2	ŠID	𒋃	sux
cit	ŠID	𒋃	sux
cub6	ŠID	𒋃	sux
cutumx	ŠID	𒋃	sux
cud4	ŠID	𒋃	sux
cudum	ŠID	𒋃	sux
te6	ŠID	𒋃	sux
tu14	ŠID	𒋃	sux
tuba3	ŠID	𒋃	sux
ubisag	ŠID	𒋃	sux
umbisag	ŠID	𒋃	sux
umbisaj	ŠID	𒋃	sux
uttu2	ŠID	𒋃	sux
utu2	ŠID	𒋃	sux
zadri	ŠID	𒋃	sux
zadru	ŠID	𒋃	sux
zandar	ŠID	𒋃	sux
zandara	ŠID	𒋃	sux
rigx	|ŠID.RU|	𒋃𒊒	sux
alax	|ŠID×A|	𒋄	sux
alal	|ŠID×A|	𒋄	sux
alalmu	|ŠID×A|	𒋄	sux
alamu	|ŠID×A|	𒋄	sux
almu	|ŠID×A|	𒋄	sux
bisag3	|ŠID×A|	𒋄	sux
bisaj3	|ŠID×A|	𒋄	sux
bisan3	|ŠID×A|	𒋄	sux
bizeg3	|ŠID×A|	𒋄	sux
bizem3	|ŠID×A|	𒋄	sux
elal	|ŠID×A|	𒋄	sux
hubhub	|ŠID×A|	𒋄	sux
kirbanu	|ŠID×A|	𒋄	sux
mezeg	|ŠID×A|	𒋄	sux
mezej	|ŠID×A|	𒋄	sux
mezem	|ŠID×A|	𒋄	sux
mizeg	|ŠID×A|	𒋄	sux
mizem	|ŠID×A|	𒋄	sux
pisag3	|ŠID×A|	𒋄	sux
pisaj3	|ŠID×A|	𒋄	sux
pisan3	|ŠID×A|	𒋄	sux
ubisag2	|ŠID×A|	𒋄	sux
umbisag2	|ŠID×A|	𒋄	sux
umbisaj2	|ŠID×A|	𒋄	sux
hubhub2	|ŠID×IM|	𒋅	sux
MZL362	ŠIM	𒋆	sux
LAK655	ŠIM	𒋆	sux
asila2	ŠIM	𒋆	sux
asilal2	ŠIM	𒋆	sux
asilla2	ŠIM	𒋆	sux
bappir2	ŠIM	𒋆	sux
bappira2	ŠIM	𒋆	sux
lumgi	ŠIM	𒋆	sux
lunga	ŠIM	𒋆	sux
mud5	ŠIM	𒋆	sux
mulugx	ŠIM	𒋆	sux
ningi	ŠIM	𒋆	sux
nugx	ŠIM	𒋆	sux
nungi	ŠIM	𒋆	sux
reg	ŠIM	𒋆	sux
rek	ŠIM	𒋆	sux
req	ŠIM	𒋆	sux
rig	ŠIM	𒋆	sux
rik	ŠIM	𒋆	sux
riq	ŠIM	𒋆	sux
sem	ŠIM	𒋆	sux
sim	ŠIM	𒋆	sux
sirac	ŠIM	𒋆	sux
siris	ŠIM	𒋆	sux
siric	ŠIM	𒋆	sux
su20	ŠIM	𒋆	sux
cem	ŠIM	𒋆	sux
cembi2	ŠIM	𒋆	sux
cembizi	ŠIM	𒋆	sux
cembizid	ŠIM	𒋆	sux
cembulugx	ŠIM	𒋆	sux
ci6	ŠIM	𒋆	sux
cim	ŠIM	𒋆	sux
cimbi2	ŠIM	𒋆	sux
cimbizi	ŠIM	𒋆	sux
ligidba2	|ŠIM.AN.MAŠ|	𒋆𒀭𒈦	sux
ligidba	|ŠIM.AN.SAL.TUG₂.IB|	𒋆𒀭𒊩𒌆𒅁	sux
cembulugx	|ŠIM.BAL|	𒋆𒁄	sux
dumgal	|ŠIM×A|	𒋇	sux
lumgi2	|ŠIM×A|	𒋇	sux
lunga2	|ŠIM×A|	𒋇	sux
ningi2	|ŠIM×A|	𒋇	sux
nungi2	|ŠIM×A|	𒋇	sux
sirac2	|ŠIM×A|	𒋇	sux
siris2	|ŠIM×A|	𒋇	sux
cembulug4	|ŠIM×BAL|	𒋈	sux
cimbulug4	|ŠIM×BAL|	𒋈	sux
cembulug5	|ŠIM×BULUG|	𒋉	sux
cemmug	|ŠIM×BULUG|	𒋉	sux
cimbulug5	|ŠIM×BULUG|	𒋉	sux
cimmug	|ŠIM×BULUG|	𒋉	sux
nug2	|ŠIM×DIN|	𒋊	sux
LAK659	|ŠIM×GAR|	𒋋	sux
bappir	|ŠIM×GAR|	𒋋	sux
bappira	|ŠIM×GAR|	𒋋	sux
birx	|ŠIM×GAR|	𒋋	sux
lumgi3	|ŠIM×GAR|	𒋋	sux
lunga3	|ŠIM×GAR|	𒋋	sux
ningi3	|ŠIM×GAR|	𒋋	sux
nungi3	|ŠIM×GAR|	𒋋	sux
sirac3	|ŠIM×GAR|	𒋋	sux
siris3	|ŠIM×GAR|	𒋋	sux
cinx	|ŠIM×GAR|	𒋋	sux
cembulug3	|ŠIM×IGI|	𒋌	sux
cimbulug3	|ŠIM×IGI|	𒋌	sux
LAK658	|ŠIM×KUŠU₂|	𒋎	sux
cembulugx	|ŠIM×KUŠU₂|	𒋎	sux
caqa2	|ŠIM×LUL|	𒋏	sux
caqu2	|ŠIM×LUL|	𒋏	sux
cuqux	|ŠIM×LUL|	𒋏	sux
nug	|ŠIM×MUG|	𒋐	sux
cimbulug2	|ŠIM×MUG|	𒋐	sux
cemecal	|ŠIM×SAL|	𒋑	sux
cemmicla	|ŠIM×SAL|	𒋑	sux
cemcala	|ŠIM×SAL|	𒋑	sux
cimecal	|ŠIM×SAL|	𒋑	sux
cimeccal	|ŠIM×SAL|	𒋑	sux
cimmecla	|ŠIM×SAL|	𒋑	sux
LAK656	|ŠIM×IGI@g|	𒋍	sux
cembi	|ŠIM×IGI@g|	𒋍	sux
cimbi	|ŠIM×IGI@g|	𒋍	sux
cinig	ŠINIG	𒋒	sux
LAK23	ŠIR	𒋓	sux
MZL115a	ŠIR	𒋓	sux
as5	ŠIR	𒋓	sux
ac7	ŠIR	𒋓	sux
gasax	ŠIR	𒋓	sux
sil8	ŠIR	𒋓	sux
sir4	ŠIR	𒋓	sux
siru	ŠIR	𒋓	sux
sirum	ŠIR	𒋓	sux
cer	ŠIR	𒋓	sux
cir	ŠIR	𒋓	sux
cur3	ŠIR	𒋓	sux
ac7-gi4	|ŠIR.GI₄|	𒋓𒄄	sux
acgi	|ŠIR.GI₄|	𒋓𒄄	sux
LAK503	ŠITA	𒋖	sux
ecda3	ŠITA	𒋖	sux
lidda	ŠITA	𒋖	sux
mex	ŠITA	𒋖	sux
nux	ŠITA	𒋖	sux
cita	ŠITA	𒋖	sux
ecda2	|ŠITA.GIŠ.TUG₂|	𒋖𒄑𒌆	sux
ectax	|ŠITA.GIŠ.TUG₂|	𒋖𒄑𒌆	sux
i9	|ŠITA.GIŠ.TUG₂|	𒋖𒄑𒌆	sux
ecda	ŠITA₂	𒂷𒄑	sux
gicha	ŠITA₂	𒂷𒄑	sux
ha8	ŠITA₂	𒂷𒄑	sux
liddax	ŠITA₂	𒂷𒄑	sux
rig3	ŠITA₂	𒂷𒄑	sux
cita2	ŠITA₂	𒂷𒄑	sux
udub2	ŠITA₂	𒂷𒄑	sux
udug2	ŠITA₂	𒂷𒄑	sux
utug2	ŠITA₂	𒂷𒄑	sux
LAK146	ŠU	𒋗	sux
kat7	ŠU	𒋗	sux
qad	ŠU	𒋗	sux
qat	ŠU	𒋗	sux
qata	ŠU	𒋗	sux
sagix	ŠU	𒋗	sux
cu	ŠU	𒋗	sux
1(cu)	ŠU	𒋗	sux
1(cu@c)	ŠU	𒋗	sux
giri20	|ŠU.AN|	𒋗𒀭	sux
udu2	|ŠU.BAD|	𒋗𒁁	sux
uc16	|ŠU.BAD|	𒋗𒁁	sux
zapah	|ŠU.BAD|	𒋗𒁁	sux
zipah2	|ŠU.BAD|	𒋗𒁁	sux
dubul	|ŠU.BU|	𒋗𒁍	sux
dulu	|ŠU.BU|	𒋗𒁍	sux
ul7	|ŠU.BU|	𒋗𒁍	sux
sahab2	|ŠU.DI.U.U.U|	𒋗𒁲𒌋𒌋𒌋	sux
suhub4	|ŠU.DI.U.U.U|	𒋗𒁲𒌋𒌋𒌋	sux
cahab2	|ŠU.DI.U.U.U|	𒋗𒁲𒌋𒌋𒌋	sux
cuhub4	|ŠU.DI.U.U.U|	𒋗𒁲𒌋𒌋𒌋	sux
girah	|ŠU.DIM₂|	𒋗𒁶	sux
sahab	|ŠU.DIŠ|	𒋗𒁹	sux
suhub3	|ŠU.DIŠ|	𒋗𒁹	sux
cahab	|ŠU.DIŠ|	𒋗𒁹	sux
curmenx	|ŠU.EREN.ME|	𒋗𒂞𒈨	sux
suhub5	|ŠU.GA|	𒋗𒂵	sux
pec8	|ŠU.GAN|	𒋗𒃶	sux
durunx	|ŠU.GAN₂@t|	𒋗𒃸	sux
cukra	|ŠU.GAN₂@t|	𒋗𒃸	sux
cunigin	|ŠU.GAN₂@t|	𒋗𒃸	sux
tukum	|ŠU.GAR.TUR.LAL|	𒋗𒃻𒌉𒇲	sux
tukun	|ŠU.GAR.TUR.LAL|	𒋗𒃻𒌉𒇲	sux
tukumx~a	|ŠU.GAR|	𒋗𒃻	sux
tukumx~b	|ŠU.TUR|	𒋗𒌉	sux
tukumbi	|ŠU.GAR.TUR.LAL.BI|	𒋗𒃻𒌉𒇲𒁉	sux
tukunbi	|ŠU.GAR.TUR.LAL.BI|	𒋗𒃻𒌉𒇲𒁉	sux
tukumbix~a	|ŠU.LAL.TUR|	𒋗𒇲𒌉	sux
cu-gi	|ŠU.GI|	𒋗𒄀	sux
cugi	|ŠU.GI%GI|	𒋗𒄃	sux
cukudx	|ŠU.HA|	𒋗𒄩	sux
pec14	|ŠU.KAD₄|	𒋗𒆒	sux
liri	|ŠU.KAL|	𒋗𒆗	sux
liru	|ŠU.KAL|	𒋗𒆗	sux
lirum	|ŠU.KAL|	𒋗𒆗	sux
cugbar	|ŠU.KAL|	𒋗𒆗	sux
cugmac	|ŠU.KAL|	𒋗𒆗	sux
cukbar	|ŠU.KAL|	𒋗𒆗	sux
tinurx	|ŠU.LAGAB|	𒋗𒆸	sux
delen2	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
delena2	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
dilim4	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
dilin2	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
dilina2	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
durun3	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
duruna3	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
tinur2	|ŠU.LAGAB.NA|	𒋗𒆸𒈾	sux
giri19	|ŠU.LU₂|	𒋗𒇽	sux
giri21	|ŠU.LUGAL|	𒋗𒈗	sux
suslug	|ŠU.LUL|	𒋗𒈜	sux
curmen	|ŠU.ME.EREN|	𒋗𒈨𒂞	sux
curmin	|ŠU.ME.EREN|	𒋗𒈨𒂞	sux
qa4	|ŠU.MIN|	𒋗𒈫	sux
qad2	|ŠU.MIN|	𒋗𒈫	sux
qat2	|ŠU.MIN|	𒋗𒈫	sux
qati	|ŠU.MIN.ME.U.U.U|	𒋗𒈫𒈨𒌋𒌋𒌋	sux
tu5	|ŠU.NAGA|	𒋗𒉀	sux
gecbu2	|ŠU.PAP.PAP|	𒋗𒉽𒉽	sux
jecbu2	|ŠU.PAP.PAP|	𒋗𒉽𒉽	sux
gecpu2	|ŠU.PAP.PAP|	𒋗𒉽𒉽	sux
jecpu2	|ŠU.PAP.PAP|	𒋗𒉽𒉽	sux
jecbax	|ŠU.PAP.PAP|	𒋗𒉽𒉽	sux
sahabx	|ŠU.SI.DI|	𒋗𒋛𒁲	sux
cu-u	|ŠU.U|	𒋗𒌋	sux
LAK94	|ŠU&ŠU@180|	𒋘	sux
lilx	|ŠU&ŠU@180|	𒋘	sux
LAK385	ŠU₂	𒋙	sux
ecca2	ŠU₂	𒋙	sux
gala6	ŠU₂	𒋙	sux
cu2	ŠU₂	𒋙	sux
cubartin	ŠU₂	𒋙	sux
cuc2	ŠU₂	𒋙	sux
LAK356	|ŠU₂.AN|	𒋙𒀭	sux
MZL870	|ŠU₂.AN|	𒋙𒀭	sux
en2	|ŠU₂.AN|	𒋙𒀭	sux
gibil7	|ŠU₂.AN|	𒋙𒀭	sux
gibir2	|ŠU₂.AN|	𒋙𒀭	sux
ici2	|ŠU₂.AN|	𒋙𒀭	sux
kibir3	|ŠU₂.AN|	𒋙𒀭	sux
kunga2	|ŠU₂.AN|	𒋙𒀭	sux
kungi2	|ŠU₂.AN|	𒋙𒀭	sux
sulgar	|ŠU₂.AN|	𒋙𒀭	sux
suhul	|ŠU₂.AN|	𒋙𒀭	sux
ce9	|ŠU₂.AN|	𒋙𒀭	sux
cuhub	|ŠU₂.AN|	𒋙𒀭	sux
MZL872	|ŠU₂.3×AN|	𒋙𒀯	sux
ici2	|ŠU₂.3×AN|	𒋙𒀯	sux
kunga	|ŠU₂.3×AN|	𒋙𒀯	sux
kungi	|ŠU₂.3×AN|	𒋙𒀯	sux
suhub	|ŠU₂.3×AN|	𒋙𒀯	sux
suhul	|ŠU₂.3×AN|	𒋙𒀯	sux
sulgar	|ŠU₂.3×AN|	𒋙𒀯	sux
cuhub	|ŠU₂.3×AN|	𒋙𒀯	sux
kungax~a	|BAR.3×AN|	𒁇𒀮𒀭	sux
suhub~a	|BAR.3×AN|	𒁇𒀮𒀭	sux
cuhub~a	|BAR.3×AN|	𒁇𒀮𒀭	sux
suhub~b	|3×AN.BAR|	𒀯𒁇	sux
cuhub~b	|3×AN.BAR|	𒀯𒁇	sux
MZL247~c	|3×AN|	𒀯	sux
LAK10~c	|3×AN|	𒀯	sux
suhub2~c	|3×AN|	𒀯	sux
cuhub2~c	|3×AN|	𒀯	sux
LAK357	|ŠU₂.AN.HI×GAD|	𒋙𒀭𒄲	sux
kec3	|ŠU₂.AN.HI×GAD|	𒋙𒀭𒄲	sux
keci3	|ŠU₂.AN.HI×GAD|	𒋙𒀭𒄲	sux
kici3	|ŠU₂.AN.HI×GAD|	𒋙𒀭𒄲	sux
gibil2	|ŠU₂.AŠ₂|	𒋙𒀾	sux
gibir	|ŠU₂.AŠ₂|	𒋙𒀾	sux
kibir2	|ŠU₂.AŠ₂|	𒋙𒀾	sux
zipahx	|ŠU₂.BAD|	𒋙𒁁	sux
cudul	|ŠU₂.DUN₃@g@g@s|	𒋙	sux
cudulu	|ŠU₂.DUN₃@g@g@s|	𒋙	sux
cudun	|ŠU₂.DUN₃@g@g@s|	𒋙	sux
cutul	|ŠU₂.DUN₃@g@g@s|	𒋙	sux
kici14	|ŠU₂.NAGA|	𒋙𒉀	sux
sa17	|ŠU₂.NAGA|	𒋙𒉀	sux
sigax	|ŠU₂.NAGA|	𒋙𒉀	sux
ceg8	|ŠU₂.NAGA|	𒋙𒉀	sux
lal6	|ŠU₂.NE|	𒋙𒉈	sux
lil5	|ŠU₂.NE|	𒋙𒉈	sux
ne4	|ŠU₂.NE|	𒋙𒉈	sux
lal5	|ŠU₂.U.U.U|	𒋙𒌋𒌋𒌋	sux
lil3	|ŠU₂.U.U.U|	𒋙𒌋𒌋𒌋	sux
cudul3	|ŠU₂.UR@s|	𒋙𒌪	sux
cudun3	|ŠU₂.UR@s|	𒋙𒌪	sux
cutul3	|ŠU₂.UR@s|	𒋙𒌪	sux
LAK39	ŠUBUR	𒋚	sux
MZL22	ŠUBUR	𒋚	sux
sah2	ŠUBUR	𒋚	sux
sih	ŠUBUR	𒋚	sux
subar	ŠUBUR	𒋚	sux
subir	ŠUBUR	𒋚	sux
subur	ŠUBUR	𒋚	sux
cah	ŠUBUR	𒋚	sux
caha	ŠUBUR	𒋚	sux
ceh	ŠUBUR	𒋚	sux
cih	ŠUBUR	𒋚	sux
cubar	ŠUBUR	𒋚	sux
cubur	ŠUBUR	𒋚	sux
cubura	ŠUBUR	𒋚	sux
cuh2	ŠUBUR	𒋚	sux
s,eh	ŠUBUR	𒋚	sux
zeh2	ŠUBUR	𒋚	sux
zih2	ŠUBUR	𒋚	sux
cudax	ŠUŠANA	𒑚	sux
cucana	ŠUŠANA	𒑚	sux
cuccanx	ŠUŠANA	𒑚	sux
1/3(dic)	ŠUŠANA	𒑚	sux
1/3(dic@c)	ŠUŠANA	𒑚	sux
LAK559	TA	𒋫	sux
da2	TA	𒋫	sux
ta	TA	𒋫	sux
ta2	TA	𒋫	sux
LAK587	|TA×HI|	𒋭	sux
alammuc	|TA×HI|	𒋭	sux
alamuc	|TA×HI|	𒋭	sux
lal3	|TA×HI|	𒋭	sux
ru8	|TA×HI|	𒋭	sux
gansisx	|TA×MI|	𒋮	sux
LAK654	TA@g	𒋯	sux
gansis	TA@g	𒋯	sux
ganzerx	TA@g	𒋯	sux
kabta	TA@g	𒋯	sux
LAK90	TAB	𒋰	sux
dab2	TAB	𒋰	sux
dap2	TAB	𒋰	sux
dapa2	TAB	𒋰	sux
min6	TAB	𒋰	sux
tab	TAB	𒋰	sux
taba	TAB	𒋰	sux
tap	TAB	𒋰	sux
tapa	TAB	𒋰	sux
tab	TAB	𒋰	sux
tap	TAB	𒋰	sux
ec21	|TAB.AŠ|	𒋰𒀸	sux
megida2	|TAB.KUN|	𒋰𒆲	sux
megidda2	|TAB.KUN|	𒋰𒆲	sux
ia7	|TAB.TAB.AŠ|	𒋰𒋰𒀸	sux
ac4	|TAB.TAB.TAB|	𒋰𒋰𒋰	sux
imin2	|TAB.TAB.TAB.AŠ|	𒋰𒋰𒋰𒀸	sux
imina2	|TAB.TAB.TAB.AŠ|	𒋰𒋰𒋰𒀸	sux
umun8	|TAB.TAB.TAB.AŠ|	𒋰𒋰𒋰𒀸	sux
ussa2	|TAB.TAB.TAB.TAB|	𒋰𒋰𒋰𒋰	sux
ussu2	|TAB.TAB.TAB.TAB|	𒋰𒋰𒋰𒋰	sux
ilimmu2	|TAB.TAB.TAB.TAB.AŠ|	𒋰𒋰𒋰𒋰𒀸	sux
megida	|TAB.TI|	𒋰𒋾	sux
megidda	|TAB.TI|	𒋰𒋾	sux
burx	|4×TAB|	𒋲	sux
burux	|4×TAB|	𒋲	sux
gurinx	|4×TAB|	𒋲	sux
